Data Import Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""10002""",STO-ITEM-.YYYY.-,SERVICE ITEM,998525,Day,,"W/B,COMP.OPER,H/G,DRIVER",,0,0,0,0,0,0,0,0,0,,,0,,10002,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,0,,0,0,0,0,0,,,India,,Day,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""cfa4d1dcbd""",Day,1,,,,,,,,,,"""25e7a523ee""",LMC Security Force pvt ltd.,Stores - LMC,Customer wise price list 31 days,,,,,Sales - LMC,,,,,,,,,,,"""d7df289da6""",TDS Payable - LMC,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""05f2dcb80c""",CGST - LMC,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""3bca794b2a""",SGST - LMC,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""1d7ef0bb4d""",IGST - LMC,18,,,,,,,
,"""AC0002""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Blue Line Yard,,0,0,0,1,0,283,15,30,0,,,0,,ACCESSORIES Blue Line Yard,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""994eb217f5""",Nos,1,,,,,,,,,,"""3dbff51a74""",LMC Security Force pvt ltd.,,,,,,,Sales - LMC,,,,,,,,,,,,,,,,,,,,
,"""CD0006""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS RED SILKEN SASH,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS RED SILKEN SASH,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""1637a0eaa4""",Nos,1,,,,,,,,,,"""59ae674ce9""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""CD0005""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS SLEEVES WHITE TERYCOT,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS SLEEVES WHITE TERYCOT,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""39c7b73180""",Nos,1,,,,,,,,,,"""21cdf5063f""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""CD0004""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS ANKLETS WHITE TERYCOT,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS ANKLETS WHITE TERYCOT,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""6c2c2216c3""",Nos,1,,,,,,,,,,"""3324cf6a55""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""CD0003""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS KAMARBANDH WITH JHALLAR,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS KAMARBANDH WITH JHALLAR,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""be3cadbffe""",Nos,1,,,,,,,,,,"""8cb7400eac""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""CD0002""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS SCARF RED / BLUE,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS SCARF RED / BLUE,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""aa1e60ec82""",Nos,1,,,,,,,,,,"""1426a16542""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""CD0001""",STO-ITEM-.YYYY.-,CERMONIAL DRESS,998525,Nos,,CERMONIAL DRESS PAGARI - RED/BLUE,,0,0,0,1,1,0,0,0,0,,,0,,CERMONIAL DRESS PAGARI - RED/BLUE,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""7c449df301""",Nos,1,,,,,,,,,,"""1706e845a0""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0007""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Supervisor Belts,,0,0,0,1,1,0,0,0,0,,,0,,AC0007,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""57a53856fc""",Nos,1,,,,,,,,,,"""c5c19d4bd9""",LMC Security Force pvt ltd.,Stores - LMC,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0012""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES RAIN COAT,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES RAIN COAT,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""a55feced53""",Nos,1,,,,,,,,,,"""3b9a336634""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0011""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES JERSEY (Swetars),,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES JERSEY (Swetars),0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""5acc9cda2a""",Nos,1,,,,,,,,,,"""8c6854a11e""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0010""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Lathi,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Lathi,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""7291e0de5b""",Nos,1,,,,,,,,,,"""0879917354""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0009""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Socks,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Socks,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""acb00e570b""",Nos,1,,,,,,,,,,"""3aae39a40a""",LMC Security Force pvt ltd.,,,,,,,Sales - LMC,,,,,,,,,,,,,,,,,,,,
,"""AC0008""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Plastic Batton,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Plastic Batton,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""0f3b407f69""",Nos,1,,,,,,,,,,"""b2db17d5c3""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0006""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Security Guard Belts,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Security Guard Belts,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""ca6af8d5ac""",Nos,1,,,,,,,,,,"""abec495ab8""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0005""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Supervisor TIE,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Supervisor TIE,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""dbf19f9452""",Nos,1,,,,,,,,,,"""a2f9de27e3""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""AC0004""",STO-ITEM-.YYYY.-,ACCESSORIES,998525,Nos,,ACCESSORIES Supervisor Cap,,0,0,0,1,1,0,0,0,0,,,0,,ACCESSORIES Supervisor Cap,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""f89e5ad789""",Nos,1,,,,,,,,,,"""5b78aec396""",LMC Security Force pvt ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0008""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 42,,0,0,0,1,1,5,620,670,0,,,0,,LG0008,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,630,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""a3e52e63ff""",Nos,1,,,,,,,,,,"""9fd1c03638""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0007""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 40,,0,0,0,1,1,22,620,670,0,,,0,,LG0007,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""e2108e43cd""",Nos,1,,,,,,,,,,"""cb2a4a8929""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0006""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 38,,0,0,0,1,1,22,620,670,0,,,0,,LG0006,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""fbc6691c16""",Nos,1,,,,,,,,,,"""06da5ada60""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0005""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 36,,0,0,0,1,1,12,620,670,0,,,0,,LG0005,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""3a2e5d9765""",Nos,1,,,,,,,,,,"""daca730e5c""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0004""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 34,,0,0,0,1,1,1,620,670,0,,,0,,LG0004,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""fa1b1705db""",Nos,1,,,,,,,,,,"""0bd276f045""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0003""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 32,,0,0,0,1,1,6,620,670,0,,,0,,LG0003,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""913f15a899""",Nos,1,,,,,,,,,,"""21ce73a39e""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0002""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 30,,0,0,0,1,1,12,620,670,0,,,0,,LG0002,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""adde6c5843""",Nos,1,,,,,,,,,,"""11eeb163f0""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""LG0001""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,LADY GUARD UNIFORM Size 28,,0,0,0,1,1,19,620,670,0,,,0,,LG0001,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""da972f538b""",Nos,1,,,,,,,,,,"""2d7fbb3215""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,Sales - LMC,,,,,,,,,,,,,,,,,,,,
,"""SH0005""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SHOES Size 06,,0,0,0,1,1,23,425,530,0,,,0,,SH0005,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""63a325328f""",Nos,1,,,,,,,,,,"""bcafc1803b""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SH0004""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SHOES Size 07,,0,0,0,1,1,1,425,530,0,,,0,,SH0004,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""9317891c85""",Nos,1,,,,,,,,,,"""8ed6038e1d""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SH0003""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SHOES Size 08,,0,0,0,1,1,2,425,530,0,,,0,,SH0003,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""c3fb2d4edc""",Nos,1,,,,,,,,,,"""fff5442936""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SH0002""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SHOES Size 09,,0,0,0,1,1,0,425,530,0,,,0,,SH0002,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""0b93aedb63""",Nos,1,,,,,,,,,,"""fcc7e77764""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SH0001""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SHOES Size 10,,0,0,0,1,1,0,425,530,0,,,0,,SH0001,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""d2bbe6aea2""",Nos,1,,,,,,,,,,"""068f7b4035""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0011""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 48,,0,0,0,1,1,0,575,650,0,,,0,,SG0011,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""dfdf94624d""",Nos,1,,,,,,,,,,"""66ffcec98c""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0010""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 46,,0,0,0,1,1,2,575,650,0,,,0,,SG0010,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""8531dbc48b""",Nos,1,,,,,,,,,,"""e68786a080""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0009""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 44,,0,0,0,1,1,4,575,650,0,,,0,,SG0009,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""c90fc0ed5d""",Nos,1,,,,,,,,,,"""1a15e2c960""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0008""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 42,,0,0,0,1,1,24,575,650,0,,,0,,SG0008,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""f8b56781c6""",Nos,1,,,,,,,,,,"""7ba163d086""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0006""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 38,,0,0,0,1,1,30,575,650,0,,,0,,SG0006,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""24d55a8ca5""",Nos,1,,,,,,,,,,"""f40cac3a04""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0005""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 36,,0,0,0,1,1,0,575,650,0,,,0,,SG0005,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""b32aab4afd""",Nos,1,,,,,,,,,,"""e26f52e24f""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0004""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 34,,0,0,0,1,1,58,575,650,0,,,0,,SG0004,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""33781759ed""",Nos,1,,,,,,,,,,"""0cc214246a""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0003""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 32,,0,0,0,1,1,126,575,650,0,,,0,,SG0003,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""14561e011a""",Nos,1,,,,,,,,,,"""0a86b88969""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0002""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 30,,0,0,0,1,1,130,575,650,0,,,0,,SG0002,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,20,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""1a7cfbaf06""",Nos,1,,,,,,,,,,"""f6b33eaf77""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
,"""SG0001""",STO-ITEM-.YYYY.-,Consumable,998525,Nos,,SECURITY GUARD UNIFORM Size 28,,0,0,0,1,1,12,575,650,0,,,0,,SECURITY GUARD UNIFORM Size 28,0,31-12-2099,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,5,0,0,0,,,India,,,1,0,,0,0,,0,0,0,0,,,0,0,0,,0,,,,,,0,,,0,,,,,,,,,,,,,"""96bd2659ca""",Nos,1,,,,,,,,,,"""cca4c93ce5""",LMC Security Force pvt ltd.,Stores - LMC,Standard Buying,,,,,,,,,,,,,,,,,,,,,,,,,
